"Code","Name","Awaiting completion of assessment","Awaiting public funding","Awaiting further NHS non-acute care","Awaiting residential home placement or availability","Awaiting nursing home placement or availability","Awaiting care package in own home","Awaiting community equipment and adaptations","Patient or family choice","Disputes","Housing - Patients not covered by NHS and Community Care Act","Other","Total Delayed Transfers of Care","Period"
"E06000025","South Gloucestershire","90","0","15","68","151","61","0","68","0","8","29","490","December 2017"
"E06000030","Swindon","62","14","170","31","126","84","6","46","0","0","0","539","December 2017"
"E06000027","Torbay","43","8","24","114","21","37","2","22","3","13","3","290","December 2017"
"E06000054","Wiltshire","22","24","200","218","319","564","96","168","4","3","0","1618","December 2017"
"E08000025","Birmingham","480","201","661","615","1194","267","127","511","0","48","72","4176","December 2017"
"E08000026","Coventry","29","0","385","214","38","139","1","58","31","0","0","895","December 2017"
"E08000027","Dudley","226","155","24","17","74","49","4","160","0","0","0","709","December 2017"
"E06000019","Herefordshire","26","0","7","93","142","138","0","74","0","3","0","483","December 2017"
"E08000028","Sandwell","12","0","29","0","76","33","3","17","0","0","0","170","December 2017"
"E06000051","Shropshire","23","14","117","22","31","114","47","73","0","5","35","481","December 2017"
"E08000029","Solihull","28","10","107","18","72","56","7","138","0","0","0","436","December 2017"
"E10000028","Staffordshire","442","133","447","219","327","936","139","129","56","60","0","2888","December 2017"
"E06000021","Stoke-On-Trent","268","54","209","89","58","315","17","176","7","88","0","1281","December 2017"
"E06000020","Telford & Wrekin","7","9","15","5","88","11","16","10","0","0","0","161","December 2017"
"E08000030","Walsall","67","6","45","13","151","10","26","186","0","7","0","511","December 2017"
"E10000031","Warwickshire","271","14","159","445","130","642","25","101","11","7","0","1805","December 2017"
"E08000031","Wolverhampton","101","99","15","50","107","57","30","35","13","0","0","507","December 2017"
"E10000034","Worcestershire","441","0","427","306","332","596","45","228","0","42","0","2417","December 2017"
"E08000016","Barnsley","16","0","56","16","17","16","3","0","0","0","0","124","December 2017"
"E08000032","Bradford","23","31","84","15","69","7","18","144","0","0","0","391","December 2017"
"E08000033","Calderdale","51","0","0","69","125","55","18","0","0","0","0","318","December 2017"
"E08000017","Doncaster","96","50","53","39","1","93","7","38","0","53","0","430","December 2017"
"E06000011","East Riding Of Yorkshire","147","0","75","34","13","104","6","112","0","0","62","553","December 2017"
"E06000010","Kingston Upon Hull","170","7","33","9","19","60","0","95","0","73","3","469","December 2017"
"E08000034","Kirklees","63","81","90","110","201","143","27","127","0","7","59","908","December 2017"
"E08000035","Leeds","337","119","489","125","679","62","102","894","253","100","62","3222","December 2017"
"E06000012","North East Lincolnshire","61","3","36","15","3","28","11","16","0","7","0","180","December 2017"
"E06000013","North Lincolnshire","11","0","5","8","0","99","2","19","0","6","0","150","December 2017"
"E10000023","North Yorkshire","154","275","92","419","253","340","16","201","34","205","0","1989","December 2017"
"E08000018","Rotherham","137","45","120","22","12","52","20","86","0","0","0","494","December 2017"
"E08000019","Sheffield","806","23","228","93","103","955","98","0","0","43","0","2349","December 2017"
"E08000036","Wakefield","3","13","75","118","104","27","4","241","0","0","0","585","December 2017"
"E06000014","York","3","28","0","123","274","338","0","166","0","0","62","994","December 2017"
"-","England","13983","3586","21361","16861","18394","27550","3421","15131","857","5757","1898","128799","December 2018"
"E06000015","Derby","18","26","23","26","48","13","22","101","18","7","0","302","December 2018"
"E10000007","Derbyshire","95","26","122","117","36","274","27","200","0","18","0","915","December 2018"
"E06000016","Leicester","122","11","94","72","78","83","2","51","0","0","0","513","December 2018"
"E10000018","Leicestershire","353","71","274","209","85","164","29","42","0","0","18","1245","December 2018"
"E10000019","Lincolnshire","146","53","245","173","69","427","57","382","1","66","28","1647","December 2018"
"E10000021","Northamptonshire","439","72","278","260","168","477","18","80","0","109","0","1901","December 2018"
"E06000018","Nottingham","13","0","578","57","50","313","0","464","24","84","31","1614","December 2018"
"E10000024","Nottinghamshire","185","35","833","19","3","230","37","310","0","105","0","1757","December 2018"
"E06000017","Rutland","1","12","5","10","19","3","6","25","0","0","0","81","December 2018"
"E06000055","Bedford","12","5","19","95","6","54","0","33","0","0","0","224","December 2018"
"E10000003","Cambridgeshire","55","51","232","471","768","1370","13","230","27","8","1","3226","December 2018"
"E06000056","Central Bedfordshire","72","3","170","134","14","24","0","54","0","0","0","471","December 2018"
"E10000012","Essex","132","30","665","662","317","463","61","270","0","172","0","2772","December 2018"
"E10000015","Hertfordshire","137","124","303","680","231","615","110","301","6","19","0","2526","December 2018"
"E06000032","Luton","5","0","19","0","0","3","0","18","0","0","0","45","December 2018"
"E10000020","Norfolk","171","113","273","771","364","407","42","380","2","158","0","2681","December 2018"
"E06000031","Peterborough","37","55","73","6","136","102","23","95","0","33","0","560","December 2018"
"E06000033","Southend","2","1","36","31","6","8","10","19","0","0","0","113","December 2018"
"E10000029","Suffolk","166","39","193","390","66","483","21","131","1","112","0","1602","December 2018"
"E06000034","Thurrock","19","1","115","41","0","42","0","19","4","0","0","241","December 2018"
"E09000002","Barking & Dagenham","22","3","123","0","45","6","5","50","0","0","0","254","December 2018"
"E09000003","Barnet","25","83","121","82","107","61","52","187","24","20","0","762","December 2018"
"E09000004","Bexley","0","0","13","0","22","34","6","17","0","12","0","104","December 2018"
"E09000005","Brent","34","0","131","152","269","34","17","104","31","82","0","854","December 2018"
"E09000006","Bromley","6","0","0","53","17","3","2","2","0","0","0","83","December 2018"
"E09000007","Camden","50","0","66","73","74","31","21","0","0","23","0","338","December 2018"
"E09000008","Croydon","14","25","56","130","132","0","0","50","36","20","0","463","December 2018"
"E09000009","Ealing","22","44","12","14","130","22","5","135","31","7","64","486","December 2018"
"E09000010","Enfield","37","32","57","30","4","21","22","90","31","0","0","324","December 2018"
"E09000011","Greenwich","1","0","0","0","0","14","0","43","0","19","0","77","December 2018"
"E09000012","Hackney","126","4","34","83","144","61","39","120","0","57","0","668","December 2018"
"E09000013","Hammersmith & Fulham","53","3","61","20","29","88","0","20","0","49","31","354","December 2018"
"E09000014","Haringey","80","3","116","83","94","0","4","0","0","32","0","412","December 2018"
"E09000015","Harrow","4","0","72","65","84","37","21","48","0","0","31","362","December 2018"
"E09000016","Havering","59","2","147","0","2","44","24","97","0","0","0","375","December 2018"
